id,createdTime,Subcategory Name,Created Date,Status,Taxonomy Version,Parent Category,Last Updated,Solutions
rec2dm9qRW4KTtWDA,2025-01-28T07:45:38.000Z,Mass Notification Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-02-09T21:43:29.000Z,"[""Cell Broadcasting Service (CBS)""]"
rec2jRps8eIWRuocI,2025-01-28T07:45:48.000Z,Vector-Borne Disease Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-01-28T07:45:48.000Z,
rec2opYHNMK9jvBGP,2025-01-28T07:45:36.000Z,Resource Allocation Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-01-29T15:29:00.000Z,
rec34TimD9KER8324,2025-01-28T07:45:56.000Z,Impact Modeling Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Google's Environmental Insights Explorer"",""Detailed Hydraulic Modeling"",""Land Modelling for Urban Planning"",""Energy Efficiency Data Analysis"",""Hydrodynamic Computer Modeling for Infrastructure Planning"",""Hazard Modelling Tools for Land Use Planning"",""Regional Infrastructure and Hazard Modeling"",""Innovative Modelling Tools for Risk Visualization"",""Innovative Modelling Tools for Risk Visualization"",""Transit Ridership Propensity Model"",""Embodied Carbon Calculators"",""Online Solar Map"",""Project Sunroof Solar Potential Analysis"",""Avoided Emissions and Generation Tool (AVERT)"",""Motor Vehicle Emission Simulator (MOVES)"",""Thermal Imaging for Energy Retrofits"",""Statistical Surrogate Models for Energy Use Evaluation"",""AUTOCASE Tool for Triple Bottom Line Analysis"",""CURB Tool for Emissions Pathway Modeling"",""Flood Modeling and Inundation Impact Planning"",""Air Quality and Emissions Reduction Management System"",""RiskScape Damage and Outage Modelling Framework"",""MERIT Modelling for Economic Impact Assessment"",""RiskScape Vulnerability Module"",""Temporal Service Outage Maps"",""MERIT Simulation Model"",""RiskScape and MERIT Modelling Tools"",""RiskScape Hazard and Asset Module Integration"",""GIS Outage Mapping"",""RiskScape Analytical Tool"",""MERIT Analytical Tool"",""RiskScape and MERIT Modelling Tools"",""RiskScape Damage and Outage Modelling Framework"",""RiskScape and MERIT Modeling Platforms"",""RiskScape and MERIT Modelling Tools"",""Virtual Reality Model of Wellington"",""Rainfall Projection Analysis using Google Earth Engine"",""MER Platform for Impact Monitoring"",""Climate Projection and Monitoring Station Information"",""VENSIM Tool for Rainwater Storage and Infiltration"",""Dynamic Mapping Environment"",""Thessaloniki City Dashboard"",""C40 Pathways Tool for Emissions Modeling"",""Data-based Analytics and Agent-based Modelling System"",""Big Data, Data Mining, and Machine Learning for Energy Analytics"",""C40 Pathways Tool for Emissions Modeling""]"
rec35U73tZ86pGbkI,2025-01-28T07:45:58.000Z,Decision Support Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Data Analytics for Policy Interventions"",""Data-Informed Decision-Making Process"",""Urban Heat Island Decision Support Tool"",""Open Data Observatory"",""Visualization and Management Tool"",""MERIT Integrated Spatial Decision Support System"",""MERIT Economic Resilience Modeling"",""MERIT Model Economic Impact Modelling"",""Integrated Decision Making Dashboards"",""Information Technology for Dealing with Shocks and Stresses"",""AI/ML for Mobility Planning"",""AI/ML-based service delivery and urban management"",""Intelligent Planner Application"",""Decision Support System with Data Visualization"",""Real-Time Data Gathering and Sharing Tools""]"
rec3OERhEc6XDp3dk,2025-01-28T07:45:43.000Z,Drought Monitoring Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Climate Impact Monitoring and Modeling""]"
rec3wDGaUBqv7bEm9,2025-01-28T07:45:47.000Z,Health Supply Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-01-28T07:45:47.000Z,
rec4UKXLVwc1FR9Dz,2025-01-28T07:46:02.000Z,Economic Adaptation Metrics,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-02-09T21:43:29.000Z,"[""Digital Transformation for Sustainable Lifestyles""]"
rec4ZiH6rkvmvQV2E,2025-01-28T07:45:55.000Z,Local Governance Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-02-09T21:43:29.000Z,"[""Smart Governance for Climate Adaptation""]"
rec4joCJfVpxb0xi3,2025-01-28T07:45:39.000Z,Biodiversity Tracking Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Coherent Biodiversity Monitoring System""]"
rec54eCPL6Zob5vOv,2025-01-28T07:46:00.000Z,Investment Risk Analysis,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:00.000Z,
rec55irUUYT9QOlrt,2025-01-28T07:45:38.000Z,Emergency Medical Dispatch,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-01-28T07:45:38.000Z,
rec56OuHUWtmF474v,2025-01-28T07:45:42.000Z,Flood Mapping Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Sea Level Rise Mapping"",""Interactive Webtool for Flood Risk Communication"",""Projected Flood Maps with Sea Level Rise Projections"",""SPEED2.0 Online Floodplain and Wetland Mapping"",""City-wide Flood Risk Mapping Tool"",""Flood Risk Mapping Database"",""Flood risk mapping platforms"",""Flood Risk Mapping Platforms"",""Flood Mapping Tool"",""SSBN Global Flood Hazard dataset"",""Digital Flood Insurance Rate Maps (DFIRMS)"",""Projected Flood Maps with Sea Level Rise Projections""]"
rec5m7lftl5qGRNh5,2025-01-28T07:45:36.000Z,Public Information Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-02-09T21:43:29.000Z,"[""City Online Newsroom"",""Real-time Information Sharing Platform"",""Emergency Preparedness Website for Pharmacies"",""Emergency Services Portal"",""Digital Tool for Earthquake and Climate Change Preparedness"",""Real-time Transit Information System"",""Real-time Transit Information via Internet and Mobile Phones"",""City Information Technology System Upgrade"",""Public Online Dashboard for Evaluation"",""IT for Disaster Information Collection and Communication"",""Online Information Portal for Tourist Safety"",""Bangkok Disaster Database/Databank"",""User-friendly digital solutions for disaster risk information dissemination"",""Toyama City Lifeline Common Platform"",""Information Dissemination via Website and Mobile Application"",""Seoul Safety Portal and App"",""AI-based Tailored Information System"",""Online Emergency Preparedness Information""]"
rec60KgEEGSkpQ0yZ,2025-01-28T07:45:29.000Z,Urban Heat Sensors,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Urban Heat Response Pilot Project"",""Urban Heat Data Visualization"",""Citywide Air Temperature Monitoring System"",""Urban Heat Island Working Group"",""Urban Heat Data Collection"",""Urban Heat Island Temperature Mapping"",""Cool Pavement Analysis with Temperature Sensors"",""Cool Pavement Analysis with Temperature Sensors"",""Global Surface UHI Explorer"",""Urban Heat Island Decision Support Tool"",""Urban Heat Island Data Collection"",""Citywide Air Temperature Monitoring System""]"
rec6Fn9JFMwpnHScC,2025-01-28T07:45:32.000Z,Heat-Resistant Building Materials,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:32.000Z,
rec6LKDe4b4ih8o89,2025-01-28T07:45:56.000Z,Resource Management Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""SPEED Database Engine Update"",""Solar Permitting Tracking Software"",""Energy Efficiency Web Portal"",""Energy and Water Retrofit Accelerator"",""Online Tool for Infrastructure Checklist"",""Resilient305 ArcGIS Hub"",""e-Builder enterprise management tool"",""Benchmarking Training Workshops"",""Telematics Data Analysis for Fleet Management"",""Telematics Systems in Fleet Vehicles"",""Environmental Management Information System"",""Online Permitting System for Solar Projects"",""Building Energy Benchmarking Program"",""Energy Performance Tracking with ENERGY STAR"",""Energy Benchmarking and Disclosure"",""Energy Benchmarking Platform"",""Spatial Planning Tool for Renewable Energy"",""Management Information System and MRV System"",""GIS-based Mumbai Solar Map"",""Household Energy Management Awareness Application"",""Traffic Flow Database Creation"",""Transport Data Analysis and Decision-Making System"",""Virtual Warsaw Functional Area Travel Planning Tool"",""Energy Efficiency Data Visualization Platform"",""Regulatory Service Platforms for Energy"",""Mapped Database on Energy Efficiency"",""Energy Efficiency Data Mapping and Visualization"",""Geographic Information Systems for Environmental Asset Mapping"",""Innovative Tracking Software for Permitting Process"",""Energy Efficiency Web Portal"",""Energy and Water Retrofit Accelerator"",""SPEED Online Environmental Research Engine"",""Digital Library Tracking System for Sustainable Capital Projects""]"
rec6jar28vdxQjSfU,2025-01-28T07:45:35.000Z,Building Energy Management Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-02-09T21:43:29.000Z,"[""Energy Use Tracking with EnergySTAR Portfolio Manager"",""Automated Benchmarking Tool (ABT)"",""Smart Building Technologies"",""Smart Thermostat Installations"",""Smart Thermostats for Energy Efficiency"",""Smart Thermostats for Energy Efficiency"",""Energy Management and Remote Management of Buildings"",""Energy and Water Retrofit Accelerator Web Portal"",""Energy Efficiency Website for Historic Buildings"",""Energy and Water Retrofit Accelerator"",""Energy Benchmarking and Audits for Mid-Size Buildings"",""Smart Lighting and Controls for Energy Efficiency"",""Smart Building Technologies"",""Advanced Energy Management Products"",""Energy Benchmarking and Monitoring Tools"",""Building Performance Data Deployment"",""Building Energy and Water Use Tracking"",""Enterprise Energy Management System (EEMS)"",""Energy Management Program"",""Net Zero Energy Building"",""HVAC Control System Optimization"",""Variable Frequency Drive Installation"",""Energy and Water Benchmarking Program"",""Building Energy Benchmarking Program"",""Municipal Energy and Water Benchmarking Program"",""Building Energy Management through Benchmarking"",""Energy Benchmarking Standard"",""Energy Performance Tracking System"",""Energy Efficiency Plus Program"",""Smart Technology for Performance Improvements in Existing Facilities"",""Portfolio Manager for Energy Tracking"",""Energy Consumption Tracking with ENERGY STAR Portfolio Manager"",""Smart Lights Program"",""Energy Management System for Metro Buildings"",""Energy Management System for Metro Buildings"",""Building Energy Disclosure Policy"",""Advanced energy management technology"",""Building Performance Tracking Tool"",""Energy Benchmarking Ordinance"",""Building Sub-Metering for Energy Management"",""Energy Savings Performance Contract"",""Automated Benchmarking Tool"",""Automated Utility Data Upload to ENERGY STAR Portfolio Manager"",""Smart Thermostats in Home Winterproofing Program"",""Centralized Online Retrofit Support Platform"",""User-driven load and occupancy-based controls"",""Automated Utility Data Upload"",""Energy and Water Reporting and Benchmarking (EWRB) Initiative"",""Remote Control Thermostats"",""Energy Intelligence Network"",""Optimized Building Management Systems"",""Building Energy Management Systems and Smart Meters"",""Energy Demand Monitoring System"",""Smart Meter for Building Management"",""Energy Service Companies (ESCOs) for Energy Efficiency"",""AI and IoT Energy Management"",""Building Intelligence Systems"",""Building Energy Management System"",""Smart Green Apartments Program"",""Connected Building Energy Management"",""Metering and Monitoring for Energy Efficiency"",""Energy Usage Benchmarking Platform"",""Smart Technology Implementation for Building Efficiency"",""Energy Management System for Municipal Buildings"",""Automatic Light Switches and LED Replacement"",""Retrofit Effectiveness Monitoring System"",""Automatic Building Management System (BMS)"",""Smart Energy Management in Buildings"",""Automatic Building Management System (BMS)"",""Intelligent Energy Management in Buildings"",""Intelligent Lighting Systems for Energy Efficiency"",""Automatic Building Control System for Municipal Buildings"",""Energy Management Tools"",""Heat Loss Detection and Mapping"",""Energy Management Tools"",""Smart Lighting Deployment"",""Smart Energy Management Systems"",""Smart Lighting Deployment in Buildings"",""Energy Enterprise Metering System (EEMS)"",""Innovative Demonstrations for Energy Adaptability (IDEA) Program"",""Green Report Card"",""Energy and Water Retrofit Accelerator Web Portal"",""Green Building Online Tracking Tool"",""Energy Efficiency Website for Historic Buildings"",""Smart Controls for Energy Efficiency"",""Smart Building Technologies"",""Energy Benchmarking and Audits"",""Modern Lighting and Sensors for Energy Efficiency""]"
rec6pV62iy82FcoXQ,2025-01-28T07:45:59.000Z,Business Continuity Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-02-09T21:43:29.000Z,"[""Online Labor Market Database"",""Cyber Warfare Simulations""]"
rec6tA7tPlo2qdS4G,2025-01-28T07:45:51.000Z,Seed Bank Management,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:51.000Z,
rec6tktRjSfvkzubD,2025-01-28T07:45:29.000Z,Vulnerability Mapping Software,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Multi-hazard and Risk Story Map"",""Digital Tool for Earthquake and Climate Change Preparedness"",""Heat Vulnerability Walkshed Tool"",""Social Vulnerability Index (SoVI)"",""Hazard Mapping with GIS"",""Environmental Justice Mapping Tools"",""City-wide Flood Modelling and Mapping"",""Land Use Land Cover (LULC) Mapping"",""Semi-automatic LULC Classification"",""Community-based multi-hazard mapping"",""Integrated Monitoring Tools with GIS and Modeling""]"
rec7Y8Or764ZCbLcv,2025-01-28T07:45:53.000Z,Recovery Financing Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-01-28T07:45:53.000Z,
rec7l4SMPy0alIkTb,2025-01-28T07:45:45.000Z,Predictive Maintenance Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""System Leak Detection and Reduction""]"
rec7yCGu70fCVrsHO,2025-01-28T07:45:28.000Z,Wildfire Detection Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""WIFIRE Wildfire Prediction System"",""Remote Monitoring of Fire Prevention"",""WIFIRE Wildfire Modeling and Visualization System""]"
rec8LQ3UtGG9ODKYb,2025-01-28T07:45:32.000Z,Drought-Resistant Water Infrastructure,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:32.000Z,
rec8WfG7K1M2OxDtl,2025-01-28T07:45:52.000Z,Livestock Management Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:52.000Z,
rec97hpNS9tFrlZ1c,2025-01-28T07:46:00.000Z,Adaptation Project Evaluation,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:00.000Z,
rec9XOkbFYOz5b0hB,2025-01-28T07:46:02.000Z,Resilient Development Planning,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:02.000Z,
rec9wIilhDq1tOCGu,2025-01-28T07:45:50.000Z,Food Transport Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:50.000Z,
recA3JJvRva9S4g6r,2025-01-28T07:46:00.000Z,Insurance Modeling Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Economic Resilience""]",2025-01-28T07:46:00.000Z,
recA65SBaYO7EFOxX,2025-01-28T07:45:57.000Z,Progress Monitoring Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-02-09T21:43:29.000Z,"[""Annual Accountability Process for Energy Performance and GHG Emissions"",""Energy Use Benchmarking Ordinance"",""Performance Dashboard for City Goals"",""City Dashboards for Data Communication"",""Public-Facing Resilience Scorecard"",""Monitoring Information System for Climate Action"",""Data Analytics for Environmental Reporting"",""Smart Monitoring and Data Collection"",""Energy Benchmarking and Monitoring Tools""]"
recAIAl0lWyixDp3V,2025-01-28T07:45:37.000Z,Disaster Response Coordination,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-02-09T21:43:29.000Z,"[""Smart City Houston Program""]"
recBR90U9jvFOx4Gr,2025-01-28T07:45:46.000Z,Disease Surveillance Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Vector-borne Disease Surveillance Systems"",""Coordinated Health Reporting Systems"",""Urban Service Monitoring System (UrSMS)"",""Internet-based Urban Service Monitoring System""]"
recBRmvqGOBLsfI09,2025-01-28T07:45:40.000Z,Urban Habitat Connectivity,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Geographic Information System for Tree Canopy"",""City Dashboard for Urban Greening and Heat Island Monitoring"",""Climate-Smart Cities Tool"",""Mobile Applications for Brownfield Cleanup""]"
recBaXzOMeMsGuBdz,2025-01-28T07:45:40.000Z,Urban Forest Management,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Tree Data Tool for Prioritizing Planting"",""TreeKeeper Software for Tree Inventory"",""American Forests Tree Equity Score Analyzer"",""GIS-based Urban Tree Inventory""]"
recCQtfgXylOcXeC7,2025-01-28T07:45:41.000Z,Marine Ecosystem Monitoring,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Aquaculture Monitoring""]"
recCUbEoy1UPRDJ7s,2025-01-28T07:45:49.000Z,Soil Health Tracking,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-28T07:45:49.000Z,
recCWD75OxckE43LP,2025-01-28T07:45:39.000Z,Habitat Monitoring Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Tree Canopy Data Analysis"",""Satellite Data for Tree Coverage Evaluation"",""LiDAR Data for Urban Planning"",""LiDAR and GIS for Environmental Protection"",""Tree Inventory Management with TreeKeeper"",""Tree Inventory Management with TreeKeeper Software"",""Urban Tree Canopy Mapping and Analysis"",""Urban Tree Canopy Analysis with eCognition Software"",""Urban Environmental Quality Monitoring System"",""Google Earth Engine for Resource Mapping"",""Remote Sensing and GPS Survey for Green Infrastructure Monitoring"",""LULC Mapping for Green Cover and Wetlands"",""Google Earth Engine for Carbon Sequestration Analysis"",""Mobile Application for Biodiversity Conservation"",""Integrated Sea Ecosystem Monitoring"",""Monitoring of Biologically Active Surfaces"",""LiDAR Data for Tree Canopy and Public Mapping""]"
recCyYcu2OIhjs9Aa,2025-01-28T07:45:27.000Z,Severe Weather Warning Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Hydro-Meteorologic Monitoring and Early Warning Systems"",""Disaster Management Center (DMC) Enhancement"",""Modernized Early Warning System"",""Disaster Forecasting System"",""Improved Early Warning System""]"
recErB9g48nn7tskP,2025-01-28T07:45:58.000Z,Adaptation Mainstreaming Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Adaptation Planning""]",2025-01-28T07:45:58.000Z,
recEwVK094oGTVF3U,2025-01-28T07:45:29.000Z,Risk Assessment Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""RiskScape Multi-Hazard Loss Assessment Tool"",""RiskScape Multi-Hazard Risk Assessment Tool"",""RiskScape Multi-Hazard Risk Assessment Tool"",""Climate Risk Management System"",""Swiss Re CatNet Natural Hazard Web Tool"",""Climate Risk Assessment Tool""]"
recF8kgjPNTPPRme8,2025-01-28T07:45:42.000Z,Ecosystem Service Valuation Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Ecosystem Services Modeling System""]"
recFFNdzBeDKMlqBF,2025-01-28T07:45:39.000Z,Ecosystem Health Assessment,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Ecosystem Protection""]",2025-02-09T21:43:29.000Z,"[""Advanced Environmental Control System using ICT"",""Integrated Environmental Data Monitoring for Thermaikos Bay""]"
recFLXBwAWm5cJuEK,2025-01-28T07:45:44.000Z,Quality Testing Networks,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Water Resilience""]",2025-02-09T21:43:29.000Z,"[""Water Quality Monitoring Stations"",""Real-time Monitoring of Treated Sewage Discharge""]"
recFQYElv4J0OrW6Y,2025-01-28T07:45:51.000Z,Pest Monitoring Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Food System Adaptation""]",2025-01-29T15:29:00.000Z,
recFVL8HpmKQWPR0f,2025-01-28T07:45:46.000Z,Health Alert Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Health Adaptation""]",2025-02-09T21:43:29.000Z,"[""Smart City Infrastructure for Public Health Data"",""MyHealth Access Network"",""Ozone Alert! Program"",""Health Alert Systems""]"
recFaYH0x4YajtYMl,2025-01-28T07:45:30.000Z,Landslide Monitoring Networks,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""RiskScape NZTA Tool for Landslide Modeling"",""Land Subsidence Monitoring System"",""Land Subsidence Monitoring System"",""Land Subsidence Monitoring System""]"
recFcN5z4VbRkqv0c,2025-01-28T07:45:31.000Z,Multi-Hazard Integration Platforms,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Multi-risk Monitoring Centre"",""Multi-hazard risk assessment tools"",""Smart Safety Center Collaboration"",""End-to-End Early Warning System Capacities"",""Early Warning Systems Integration"",""Early warning systems and data monitoring integration""]"
recFsj60LdN88oQR2,2025-01-28T07:45:34.000Z,Coastal Defense Systems,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Infrastructure Adaptation""]",2025-01-28T07:45:34.000Z,
recFwi0W0jumE4TzI,2025-01-28T07:45:54.000Z,Volunteer Coordination Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Community Resilience""]",2025-02-09T21:43:29.000Z,"[""Enhanced NYC Service Platform for Volunteer Coordination"",""Volunteer Management Portal""]"
recG6Yl8QvY8Dhcdq,2025-01-28T07:45:37.000Z,Reconstruction Management Tools,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Emergency Management""]",2025-01-28T07:45:37.000Z,
recGAkb4Pp2LA6HoF,2025-01-28T07:45:27.000Z,Flood Alert Networks,2025-01-28,Active,V_01-28-2025-00-00-00,"[""Hazard Monitoring""]",2025-02-09T21:43:29.000Z,"[""Online Tools for Flood Risk Messaging"",""Interactive Webtool for Flood Risk Communication"",""Flood Monitoring and Real-Time Alert System"",""IoT Sensors for Flood Monitoring"",""Flood Detection Sensors on Light Poles"",""Hydro-Meteorology Monitoring and Early Warning System"",""Hydro-meteorologic Monitoring Systems"",""Community-based early warning system"",""Automatic Water Level Monitoring Stations"",""Hydro-Meteorology Monitoring and Early Warning System"",""Early Flood Warning Systems"",""Flood Risk Monitoring and Early Warning System"",""Flood Risk Monitoring and Early Warning System"",""Flood and Drought Early Warning Systems"",""Jakarta Smart City Platform"",""Flood Forecasting Technology"",""PetaJakarta.org Real-Time Flood Mapping"",""Urban Area Radar System"",""Forecast Distribution Information System"",""Urban Area Radar System for Rainwater Management and Flood Forecasting"",""Rainwater Management and Flood Forecasting Technology"",""Flood Forecasting Technology"",""Early Warning System using Satellite Data and Hydrological Models"",""Early Warning System"",""End-to-end early-warning system for river floods"",""End-to-End Early Warning System"",""Real-time Flood Level Monitoring and Early Warning System"",""Flood Early Warning Systems"",""Interactive Webtool for Flood Risk Communication""]"
